date,animal_id,bin_id,start_time,end_time,duration_sec,start_weight_kg,end_weight_kg,diet,intake_kg
2023-05-25,188463854,109,12:22:27,12:22:57,30,40.4,40.3,HEIFER,0.1
2023-05-25,188463827,171,12:22:30,12:23:18,48,23.6,23.5,HEIFER,0.1
2023-05-25,187878150,109,12:23:08,12:23:20,12,40.3,40.3,HEIFER,0
2023-05-25,188463815,110,12:20:26,12:23:34,188,40.9,40.6,HEIFER,0.3
2023-05-25,187878266,81,12:19:11,12:23:42,271,14.9,14.6,HEIFER,0.3
2023-05-25,188463839,108,12:22:46,12:23:43,57,41.6,41.5,HEIFER,0.1
2023-05-25,187878280,85,12:22:18,12:23:58,100,22.5,22.3,HEIFER,0.2
2023-05-25,187878207,92,12:20:09,12:24:07,238,24.5,24.2,HEIFER,0.3
2023-05-25,187878244,147,12:21:41,12:25:26,225,31.6,31.3,HEIFER,0.3
2023-05-25,187878207,92,12:24:48,12:25:31,43,24.2,24.1,HEIFER,0.1
2023-05-25,187878134,91,12:20:09,12:25:37,328,28.3,27.8,HEIFER,0.5
2023-05-25,188463854,110,12:23:42,12:25:40,118,40.6,40.5,HEIFER,0.1
2023-05-25,187878280,85,12:24:29,12:26:00,91,22.3,22.1,HEIFER,0.2
2023-05-25,187878207,91,12:26:13,12:26:40,27,27.8,27.7,HEIFER,0.1
2023-05-25,187878280,85,12:26:29,12:26:44,15,22.1,22.1,HEIFER,0
2023-05-25,188463854,110,12:26:16,12:26:49,33,40.5,40.4,HEIFER,0.1
2023-05-25,187878208,86,12:26:35,12:26:56,21,26.9,26.8,HEIFER,0.1
2023-05-25,187878296,175,12:20:02,12:27:03,421,22.3,21.9,HEIFER,0.4
2023-05-25,188463854,110,12:26:58,12:27:41,43,40.4,40.4,HEIFER,0
2023-05-25,187878150,108,12:23:51,12:28:08,257,41.5,41.2,HEIFER,0.3
2023-05-25,187878208,85,12:27:45,12:28:17,32,22.1,22,HEIFER,0.1
2023-05-25,187878134,92,12:26:31,12:28:20,109,24.1,23.9,HEIFER,0.2
2023-05-25,187878265,168,12:12:55,12:28:53,958,24.8,24.2,HEIFER,0.6
2023-05-25,187878244,147,12:26:13,12:29:14,181,31.3,31.1,HEIFER,0.2
2023-05-25,188463839,109,12:24:23,12:29:18,295,40.3,39.9,HEIFER,0.4
2023-05-25,187878208,85,12:28:55,12:29:23,28,22,21.9,HEIFER,0.1
2023-05-25,188463815,110,12:27:49,12:30:05,136,40.4,40.2,HEIFER,0.2
2023-05-25,187878266,81,12:24:27,12:30:08,341,14.6,14.3,HEIFER,0.3
2023-05-25,187878280,86,12:27:05,12:30:14,189,26.8,26.5,HEIFER,0.3
2023-05-25,187878230,82,12:18:52,12:30:40,708,21.2,20.3,HEIFER,0.9
2023-05-25,187878208,85,12:30:13,12:30:42,29,21.9,21.8,HEIFER,0.1
2023-05-25,187878134,92,12:29:03,12:30:42,99,23.9,23.7,HEIFER,0.2
2023-05-25,188463827,172,12:23:58,12:30:53,415,23.7,23.2,HEIFER,0.5
2023-05-25,187878150,110,12:30:14,12:31:25,71,40.2,40.1,HEIFER,0.1
2023-05-25,187878208,85,12:31:33,12:31:56,23,21.8,21.7,HEIFER,0.1
2023-05-25,187878296,175,12:27:48,12:31:56,248,21.9,21.7,HEIFER,0.2
2023-05-25,187878267,88,12:32:20,12:32:30,10,21.8,21.8,HEIFER,0
2023-05-25,187878134,92,12:31:23,12:32:55,92,23.7,23.6,HEIFER,0.1
2023-05-25,187878296,175,12:32:50,12:33:04,14,21.7,21.6,HEIFER,0.1
2023-05-25,187878208,85,12:32:43,12:33:11,28,21.7,21.5,HEIFER,0.2
2023-05-25,187878280,86,12:30:26,12:33:11,165,26.5,26.3,HEIFER,0.2
2023-05-25,187878230,82,12:31:27,12:33:10,103,20.3,20.2,HEIFER,0.1
2023-05-25,187878134,92,12:33:05,12:33:45,40,23.6,23.6,HEIFER,0
2023-05-25,188463827,172,12:31:42,12:33:54,132,23.2,23.1,HEIFER,0.1
2023-05-25,188463839,109,12:30:21,12:33:56,215,39.9,39.7,HEIFER,0.2
2023-05-25,187878127,110,12:32:04,12:34:03,119,40.1,39.9,HEIFER,0.2
2023-05-25,187878208,86,12:34:32,12:35:19,47,26.2,26.2,HEIFER,0
2023-05-25,188463854,108,12:28:18,12:35:32,434,41.2,40.8,HEIFER,0.4
2023-05-25,187878127,110,12:35:12,12:35:35,23,39.9,39.7,HEIFER,0.2
2023-05-25,187878267,87,12:32:39,12:36:02,203,24.6,24.3,HEIFER,0.3
2023-05-25,188463854,110,12:36:10,12:36:35,25,39.7,39.6,HEIFER,0.1
2023-05-25,187878230,82,12:33:18,12:36:41,203,20.2,20,HEIFER,0.2
2023-05-25,187878208,86,12:36:33,12:36:54,21,26.2,26.1,HEIFER,0.1
2023-05-25,187878114,147,12:31:07,12:37:01,354,31.1,30.7,HEIFER,0.4
2023-05-25,187878150,109,12:34:02,12:37:02,180,39.7,39.4,HEIFER,0.3
2023-05-25,188463836,148,12:21:46,12:37:20,934,34,33,HEIFER,1
2023-05-25,188463854,110,12:37:01,12:37:43,42,39.6,39.6,HEIFER,0
2023-05-25,187878134,92,12:34:13,12:37:59,226,23.6,23.3,HEIFER,0.3
2023-05-25,187878147,149,12:24:54,12:38:20,806,34.1,33.3,HEIFER,0.8
2023-05-25,188463854,110,12:38:05,12:38:30,25,39.6,39.5,HEIFER,0.1
2023-05-25,187878208,86,12:38:10,12:38:53,43,26.1,26,HEIFER,0.1
2023-05-25,187878230,82,12:36:47,12:38:57,130,20,19.8,HEIFER,0.2
2023-05-25,187878280,85,12:33:37,12:39:17,340,21.5,21.1,HEIFER,0.4
2023-05-25,188463854,110,12:38:55,12:39:20,25,39.5,39.4,HEIFER,0.1
2023-05-25,187878127,109,12:37:13,12:39:59,166,39.4,39,HEIFER,0.4
2023-05-25,188463854,110,12:39:47,12:40:08,21,39.4,39.4,HEIFER,0
2023-05-25,187878134,92,12:38:23,12:40:22,119,23.3,23.1,HEIFER,0.2
2023-05-25,187878230,82,12:39:28,12:40:34,66,19.8,19.7,HEIFER,0.1
2023-05-25,188463854,110,12:40:27,12:40:55,28,39.3,39.3,HEIFER,0
2023-05-25,187878150,109,12:40:05,12:41:28,83,39,38.8,HEIFER,0.2
2023-05-25,187878208,85,12:40:26,12:41:51,85,21.1,20.9,HEIFER,0.2
2023-05-25,188463854,110,12:41:32,12:41:54,22,39.3,39.2,HEIFER,0.1
2023-05-25,187878207,91,12:26:54,12:42:31,937,27.7,26.4,HEIFER,1.3
2023-05-25,187878114,148,12:37:30,12:42:44,314,33,32.7,HEIFER,0.3
2023-05-25,187878208,85,12:42:33,12:42:51,18,20.9,20.9,HEIFER,0
2023-05-25,187878280,86,12:39:48,12:42:59,191,26,25.7,HEIFER,0.3
2023-05-25,188463854,110,12:42:17,12:43:03,46,39.2,39.1,HEIFER,0.1
2023-05-25,187878147,149,12:39:30,12:43:04,214,33.3,33,HEIFER,0.3
2023-05-25,187878134,92,12:42:50,12:43:25,35,23.1,23,HEIFER,0.1
2023-05-25,187878150,109,12:42:13,12:43:23,70,38.8,38.6,HEIFER,0.2
2023-05-25,187878208,85,12:43:45,12:44:18,33,20.9,20.7,HEIFER,0.2
2023-05-25,188463839,108,12:35:46,12:44:26,520,40.8,40.3,HEIFER,0.5
2023-05-25,188463850,81,12:44:35,12:44:47,12,14.3,14.3,HEIFER,0
2023-05-25,187878134,91,12:44:10,12:44:53,43,26.4,26.4,HEIFER,0
2023-05-25,187878230,82,12:41:00,12:44:54,234,19.7,19.4,HEIFER,0.3
2023-05-25,187878280,86,12:43:27,12:45:42,135,25.7,25.5,HEIFER,0.2
2023-05-25,187878208,85,12:45:20,12:45:48,28,20.7,20.6,HEIFER,0.1
2023-05-25,187878134,91,12:45:25,12:45:53,28,26.3,26.2,HEIFER,0.1
2023-05-25,187878127,110,12:43:12,12:46:11,179,39.1,38.8,HEIFER,0.3
2023-05-25,187878207,92,12:43:41,12:46:46,185,23,22.8,HEIFER,0.2
2023-05-25,187878134,91,12:46:50,12:47:15,25,26.2,26.1,HEIFER,0.1
2023-05-25,187878150,108,12:44:33,12:47:35,182,40.3,40,HEIFER,0.3
2023-05-25,188463850,82,12:45:07,12:47:40,153,19.4,19.2,HEIFER,0.2
2023-05-25,187878262,84,12:46:29,12:48:03,94,25.9,25.8,HEIFER,0.1
2023-05-25,187878207,92,12:46:57,12:48:06,69,22.8,22.8,HEIFER,0
2023-05-25,187878134,91,12:48:06,12:48:33,27,26.1,26,HEIFER,0.1
2023-05-25,187878114,149,12:43:10,12:48:43,333,33,32.7,HEIFER,0.3
2023-05-25,187878262,84,12:48:58,12:49:45,47,25.8,25.7,HEIFER,0.1
2023-05-25,187878293,83,12:47:38,12:50:11,153,25.6,25.4,HEIFER,0.2
2023-05-25,187878150,108,12:48:07,12:50:20,133,40,39.9,HEIFER,0.1
2023-05-25,187878134,91,12:50:20,12:50:48,28,26,25.9,HEIFER,0.1
2023-05-25,187878249,92,12:48:15,12:51:18,183,22.8,22.5,HEIFER,0.3
2023-05-25,187878262,83,12:50:59,12:51:20,21,25.4,25.3,HEIFER,0.1
2023-05-25,188463839,110,12:46:17,12:51:30,313,38.7,38.4,HEIFER,0.3
2023-05-25,187878249,92,12:52:12,12:52:32,20,22.5,22.5,HEIFER,0
2023-05-25,187878262,83,12:52:00,12:52:38,38,25.3,25.3,HEIFER,0
2023-05-25,187878293,84,12:50:55,12:52:52,117,25.7,25.5,HEIFER,0.2
2023-05-25,187878134,91,12:51:55,12:53:01,66,25.9,25.8,HEIFER,0.1
2023-05-25,187878150,110,12:51:37,12:53:44,127,38.4,38.2,HEIFER,0.2
2023-05-25,187878262,84,12:53:16,12:53:57,41,25.5,25.4,HEIFER,0.1
2023-05-25,187878293,83,12:53:36,12:54:32,56,25.3,25.1,HEIFER,0.2
2023-05-25,188463850,82,12:48:26,12:54:34,368,19.2,18.9,HEIFER,0.3
2023-05-25,187878150,110,12:54:30,12:54:48,18,38.2,38,HEIFER,0.2
2023-05-25,187878134,92,12:53:48,12:55:14,86,22.5,22.4,HEIFER,0.1
2023-05-25,187878114,148,12:49:02,12:55:49,407,32.7,32.3,HEIFER,0.4
2023-05-25,187878127,108,12:50:40,12:55:50,310,39.9,39.4,HEIFER,0.5
2023-05-25,188463836,147,12:37:36,12:55:56,1100,30.6,29.5,HEIFER,1.1
2023-05-25,187878150,110,12:56:20,12:56:32,12,38,38,HEIFER,0
2023-05-25,187878262,83,12:55:10,12:56:45,95,25.1,25,HEIFER,0.1
2023-05-25,187878219,90,12:55:04,12:57:02,118,21.6,21.3,HEIFER,0.3
2023-05-25,187878127,108,12:56:41,12:57:08,27,39.4,39.3,HEIFER,0.1
2023-05-25,187878293,84,12:55:15,12:57:41,146,25.4,25.2,HEIFER,0.2
2023-05-25,187878249,91,12:53:08,12:57:42,274,25.8,25.4,HEIFER,0.4
2023-05-25,187878134,92,12:56:06,12:58:00,114,22.4,22.2,HEIFER,0.2
2023-05-25,187878219,89,12:57:42,12:58:03,21,21,20.9,HEIFER,0.1
2023-05-25,187878114,149,12:55:57,12:58:36,159,32.7,32.5,HEIFER,0.2
2023-05-25,187878127,108,12:58:14,12:58:41,27,39.3,39.1,HEIFER,0.2
2023-05-25,187878158,84,12:58:08,12:58:45,37,25.2,25.1,HEIFER,0.1
2023-05-25,187878150,110,12:57:43,12:58:56,73,38,37.8,HEIFER,0.2
2023-05-25,187878262,83,12:58:28,12:59:18,50,25,24.9,HEIFER,0.1
2023-05-25,187878134,91,12:59:05,12:59:42,37,25.4,25.3,HEIFER,0.1
2023-05-25,188463854,109,12:43:37,12:59:55,978,38.6,37.6,HEIFER,1
2023-05-25,188463856,170,12:56:14,13:00:11,237,24.8,24.5,HEIFER,0.3
2023-05-25,187878219,89,12:58:28,13:00:26,118,20.9,20.8,HEIFER,0.1
2023-05-25,187878122,148,12:56:16,13:00:29,253,32.4,32.1,HEIFER,0.3
2023-05-25,188463836,147,12:56:36,13:00:46,250,29.5,29.2,HEIFER,0.3
2023-05-25,187878178,169,12:51:13,13:00:47,574,22.5,21.8,HEIFER,0.7
2023-05-25,187878134,91,13:00:18,13:00:53,35,25.3,25.2,HEIFER,0.1
2023-05-25,187878293,84,12:58:55,13:01:00,125,25.1,24.9,HEIFER,0.2
2023-05-25,187878150,110,12:59:55,13:01:10,75,37.8,37.6,HEIFER,0.2
2023-05-25,187878280,85,12:53:24,13:01:11,467,20.6,19.9,HEIFER,0.7
2023-05-25,187878249,92,12:58:07,13:01:23,196,22.2,22.1,HEIFER,0.1
2023-05-25,188463854,109,13:00:22,13:01:50,88,37.6,37.5,HEIFER,0.1
2023-05-25,187878262,84,13:01:08,13:01:54,46,24.9,24.8,HEIFER,0.1
2023-05-25,187878134,91,13:01:50,13:02:21,31,25.2,25.1,HEIFER,0.1
2023-05-25,187878219,90,13:01:03,13:02:37,94,21.3,21.1,HEIFER,0.2
2023-05-25,187878243,173,13:01:53,13:02:50,57,24.4,24.3,HEIFER,0.1
2023-05-25,187878083,165,12:57:12,13:03:04,352,30.1,29.7,HEIFER,0.4
2023-05-25,187878293,84,13:02:02,13:03:07,65,24.8,24.6,HEIFER,0.2
2023-05-25,188463854,109,13:02:09,13:03:14,65,37.5,37.4,HEIFER,0.1
2023-05-25,187878158,83,12:59:30,13:03:17,227,24.9,24.5,HEIFER,0.4
2023-05-25,187878150,110,13:02:07,13:03:49,102,37.6,37.4,HEIFER,0.2
2023-05-25,187878134,91,13:03:19,13:03:54,35,25.1,25,HEIFER,0.1
2023-05-25,187878262,84,13:03:13,13:03:56,43,24.6,24.5,HEIFER,0.1
2023-05-25,188463854,109,13:03:54,13:04:36,42,37.4,37.3,HEIFER,0.1
2023-05-25,188463856,169,13:00:58,13:04:37,219,21.9,21.5,HEIFER,0.4
2023-05-25,187878114,147,13:00:57,13:04:37,220,29.2,28.9,HEIFER,0.3
2023-05-25,187878122,149,13:00:39,13:04:40,241,32.5,32.1,HEIFER,0.4
2023-05-25,187878178,170,13:01:28,13:05:02,214,24.5,24.2,HEIFER,0.3
2023-05-25,187878134,91,13:04:46,13:05:12,26,25,24.9,HEIFER,0.1
2023-05-25,187878293,84,13:04:04,13:05:12,68,24.5,24.4,HEIFER,0.1
2023-05-25,188463854,110,13:04:53,13:05:25,32,37.4,37.3,HEIFER,0.1
2023-05-25,187878158,83,13:03:30,13:05:37,127,24.5,24.3,HEIFER,0.2
2023-05-25,187878127,108,12:59:37,13:05:54,377,39.1,38.6,HEIFER,0.5
2023-05-25,187878262,84,13:05:25,13:06:26,61,24.4,24.3,HEIFER,0.1
2023-05-25,187878134,91,13:05:54,13:06:27,33,24.9,24.8,HEIFER,0.1
2023-05-25,187878249,92,13:01:54,13:06:35,281,22.1,21.8,HEIFER,0.3
2023-05-25,187878293,83,13:05:44,13:06:36,52,24.3,24.2,HEIFER,0.1
2023-05-25,187878253,169,13:06:09,13:06:43,34,21.5,21.4,HEIFER,0.1
2023-05-25,188463854,110,13:06:08,13:06:54,46,37.4,37.3,HEIFER,0.1
2023-05-25,187878280,86,13:01:46,13:07:15,329,25.5,25.2,HEIFER,0.3
2023-05-25,187878158,84,13:06:32,13:07:26,54,24.3,24.2,HEIFER,0.1
2023-05-25,187878243,173,13:03:32,13:07:40,248,24.4,24.1,HEIFER,0.3
2023-05-25,187878219,90,13:03:16,13:08:10,294,21.1,20.8,HEIFER,0.3
2023-05-25,187878122,149,13:05:36,13:08:10,154,32.1,31.9,HEIFER,0.2
2023-05-25,188463854,110,13:07:34,13:08:12,38,37.3,37.2,HEIFER,0.1
2023-05-25,187878262,84,13:07:41,13:08:17,36,24.2,24.2,HEIFER,0
2023-05-25,187878293,83,13:07:06,13:08:27,81,24.2,24.1,HEIFER,0.1
2023-05-25,188463836,148,13:00:59,13:09:01,482,32.2,31.5,HEIFER,0.7
2023-05-25,187878249,91,13:06:47,13:09:09,142,24.8,24.7,HEIFER,0.1
2023-05-25,187878219,90,13:08:37,13:09:24,47,20.8,20.7,HEIFER,0.1
2023-05-25,187878262,83,13:08:46,13:09:49,63,24.1,24,HEIFER,0.1
2023-05-25,187878158,84,13:08:57,13:10:23,86,24.2,24.1,HEIFER,0.1
2023-05-25,188463826,168,13:08:18,13:10:36,138,24.2,24.2,HEIFER,0
2023-05-25,187878134,92,13:07:14,13:10:48,214,21.8,21.5,HEIFER,0.3
2023-05-25,187878243,174,13:08:09,13:11:05,176,23.1,23,HEIFER,0.1
2023-05-25,187878178,170,13:09:06,13:11:07,121,24.2,24.1,HEIFER,0.1
2023-05-25,188463817,165,13:09:26,13:11:09,103,29.8,29.4,HEIFER,0.4
2023-05-25,187878127,109,13:07:29,13:11:30,241,37.3,37,HEIFER,0.3
2023-05-25,187878228,172,13:08:46,13:12:08,202,23,22.6,HEIFER,0.4
2023-05-25,187878122,148,13:09:13,13:12:32,199,31.5,31.2,HEIFER,0.3
2023-05-25,188463817,165,13:11:59,13:12:33,34,29.4,29.3,HEIFER,0.1
2023-05-25,187878083,166,13:03:32,13:12:46,554,27.3,26.5,HEIFER,0.8
2023-05-25,187878253,170,13:11:33,13:13:20,107,24.1,23.8,HEIFER,0.3
2023-05-25,188463838,176,13:13:18,13:13:27,9,24.5,24.6,HEIFER,-0.1
2023-05-25,187878139,175,13:10:17,13:13:29,192,21.6,21.4,HEIFER,0.2
2023-05-25,187878249,91,13:09:28,13:13:31,243,24.6,24.4,HEIFER,0.2
2023-05-25,188463856,169,13:10:03,13:13:36,213,21.4,21.2,HEIFER,0.2
2023-05-25,187878262,84,13:12:07,13:13:40,93,24.1,24,HEIFER,0.1
2023-05-25,188463826,167,13:10:51,13:13:51,180,27.4,27.2,HEIFER,0.2
2023-05-25,188463850,81,13:01:55,13:14:04,729,14.3,13.7,HEIFER,0.6
2023-05-25,187878265,168,13:11:12,13:14:11,179,24.1,24,HEIFER,0.1
2023-05-25,187878114,147,13:04:59,13:14:24,565,28.9,28.2,HEIFER,0.7
2023-05-25,187878173,166,13:13:01,13:14:31,90,26.5,26.3,HEIFER,0.2
2023-05-25,187878158,83,13:12:21,13:14:31,130,23.9,23.8,HEIFER,0.1
2023-05-25,187878219,89,13:10:19,13:14:33,254,20.8,20.4,HEIFER,0.4
2023-05-25,188463836,149,13:09:13,13:14:34,321,31.9,31.6,HEIFER,0.3
2023-05-25,188463840,167,13:13:57,13:14:43,46,27.2,27.1,HEIFER,0.1
2023-05-25,187878253,170,13:14:19,13:14:50,31,23.8,23.6,HEIFER,0.2
2023-05-25,187878122,148,13:12:38,13:14:52,134,31.2,30.9,HEIFER,0.3
2023-05-25,187878083,165,13:13:58,13:15:06,68,29.3,29.2,HEIFER,0.1
2023-05-25,187878262,83,13:14:37,13:15:06,29,23.8,23.7,HEIFER,0.1
2023-05-25,188463826,168,13:14:17,13:15:10,53,24,23.9,HEIFER,0.1
2023-05-25,187878127,109,13:13:24,13:15:12,108,37,36.8,HEIFER,0.2
2023-05-25,187878134,92,13:11:33,13:15:19,226,21.5,21.2,HEIFER,0.3
2023-05-25,187878280,86,13:08:29,13:15:23,414,25.2,24.8,HEIFER,0.4
2023-05-25,187878243,173,13:11:44,13:15:58,254,24,23.8,HEIFER,0.2
2023-05-25,187878139,176,13:14:29,13:16:04,95,24.6,24.4,HEIFER,0.2
2023-05-25,187878228,172,13:14:18,13:16:07,109,22.6,22.4,HEIFER,0.2
2023-05-25,187878262,83,13:15:42,13:16:14,32,23.7,23.6,HEIFER,0.1
2023-05-25,187878253,170,13:16:14,13:16:34,20,23.6,23.5,HEIFER,0.1
2023-05-25,187878173,166,13:15:12,13:16:37,85,26.3,26,HEIFER,0.3
2023-05-25,188463838,175,13:13:40,13:16:49,189,21.4,21.2,HEIFER,0.2
2023-05-25,187878122,148,13:15:51,13:16:50,59,30.9,30.8,HEIFER,0.1
2023-05-25,187878134,92,13:16:10,13:16:59,49,21.2,21.1,HEIFER,0.1
2023-05-25,187878219,89,13:15:31,13:17:08,97,20.4,20.3,HEIFER,0.1
2023-05-25,188463856,169,13:14:22,13:17:17,175,21.2,21,HEIFER,0.2
2023-05-25,187878158,84,13:14:44,13:17:27,163,24,23.8,HEIFER,0.2
2023-05-25,187878265,167,13:14:55,13:17:35,160,27.1,27.1,HEIFER,0
2023-05-25,187878170,174,13:16:08,13:17:43,95,23,22.8,HEIFER,0.2
2023-05-25,188463838,176,13:17:11,13:17:57,46,24.4,24.3,HEIFER,0.1
2023-05-25,187878228,172,13:16:43,13:18:08,85,22.4,22.3,HEIFER,0.1
2023-05-25,187878219,89,13:17:54,13:18:20,26,20.2,20.2,HEIFER,0
2023-05-25,187878134,92,13:17:42,13:18:21,39,21.1,21,HEIFER,0.1
2023-05-25,187878249,91,13:14:06,13:18:22,256,24.4,24.2,HEIFER,0.2
2023-05-25,187878173,166,13:17:24,13:18:57,93,26,25.8,HEIFER,0.2
2023-05-25,187878253,170,13:17:38,13:19:30,112,23.5,23.2,HEIFER,0.3
2023-05-25,187878262,84,13:18:35,13:19:41,66,23.8,23.8,HEIFER,0
2023-05-25,187878267,88,12:36:29,13:19:44,2595,21.8,18.4,HEIFER,3.4
2023-05-25,187878139,175,13:16:58,13:19:57,179,21.2,21,HEIFER,0.2
2023-05-25,187878170,174,13:18:49,13:19:57,68,22.8,22.6,HEIFER,0.2
2023-05-25,187878141,83,13:17:51,13:20:00,129,23.6,23.5,HEIFER,0.1
2023-05-25,187878228,172,13:18:51,13:20:05,74,22.3,22.1,HEIFER,0.2
2023-05-25,187878134,91,13:19:26,13:20:19,53,24.1,24.1,HEIFER,0
2023-05-25,188463856,169,13:17:40,13:20:32,172,21.1,20.8,HEIFER,0.3
2023-05-25,187878141,84,13:20:31,13:20:34,3,23.7,23.8,HEIFER,-0.1
2023-05-25,188463838,176,13:18:33,13:20:46,133,24.3,24.2,HEIFER,0.1
2023-05-25,188463850,81,13:15:55,13:20:51,296,13.7,13.3,HEIFER,0.4
2023-05-25,187878262,83,13:20:28,13:20:59,31,23.5,23.4,HEIFER,0.1
2023-05-25,187878139,175,13:20:29,13:21:18,49,20.9,20.8,HEIFER,0.1
2023-05-25,187878141,84,13:21:01,13:21:20,19,23.8,23.7,HEIFER,0.1
2023-05-25,188463838,175,13:21:24,13:21:28,4,20.8,20.8,HEIFER,0
2023-05-25,187878243,173,13:16:38,13:21:33,295,23.8,23.5,HEIFER,0.3
2023-05-25,187878114,149,13:15:08,13:21:40,392,31.6,31.1,HEIFER,0.5
2023-05-25,187878219,89,13:19:20,13:21:46,146,20.1,19.9,HEIFER,0.2
2023-05-25,187878262,84,13:21:45,13:21:49,4,23.7,23.7,HEIFER,0
2023-05-25,187878173,166,13:20:13,13:21:58,105,25.9,25.6,HEIFER,0.3
2023-05-25,187878280,85,13:16:21,13:22:13,352,19.9,19.3,HEIFER,0.6
2023-05-25,187878228,172,13:20:51,13:22:24,93,22.1,21.9,HEIFER,0.2
2023-05-25,187878134,91,13:21:24,13:22:33,69,24,24,HEIFER,0
2023-05-25,187878170,173,13:21:40,13:22:46,66,23.5,23.3,HEIFER,0.2
2023-05-25,187878127,110,13:21:37,13:23:01,84,37.2,37,HEIFER,0.2
2023-05-25,188463856,170,13:21:08,13:23:05,117,23.2,23.1,HEIFER,0.1
2023-05-25,187878249,92,13:18:31,13:23:08,277,21,20.9,HEIFER,0.1
2023-05-25,188463854,109,13:21:26,13:23:15,109,36.8,36.6,HEIFER,0.2
2023-05-25,187878114,149,13:21:53,13:23:30,97,31.2,31,HEIFER,0.2
2023-05-25,187878280,85,13:22:46,13:23:32,46,19.3,19.3,HEIFER,0
2023-05-25,187878139,176,13:22:16,13:23:40,84,24.2,24,HEIFER,0.2
2023-05-25,188463840,168,13:15:19,13:23:41,502,23.9,23.3,HEIFER,0.6
2023-05-25,187878122,148,13:17:38,13:23:43,365,30.9,30.2,HEIFER,0.7
2023-05-25,188463817,166,13:22:17,13:23:44,87,25.6,25.4,HEIFER,0.2
2023-05-25,187878219,89,13:22:33,13:23:57,84,19.9,19.8,HEIFER,0.1
2023-05-25,187878173,166,13:23:50,13:24:09,19,25.4,25.2,HEIFER,0.2
2023-05-25,187878280,85,13:23:54,13:24:19,25,19.2,19.2,HEIFER,0
2023-05-25,187878141,83,13:21:32,13:24:32,180,23.4,23.2,HEIFER,0.2
2023-05-25,187878219,90,13:24:33,13:24:47,14,20.7,20.5,HEIFER,0.2
2023-05-25,187878170,173,13:23:42,13:24:51,69,23.3,23.2,HEIFER,0.1
2023-05-25,187878114,148,13:24:00,13:24:57,57,30.3,30.1,HEIFER,0.2
2023-05-25,188463840,168,13:23:57,13:25:04,67,23.3,23.2,HEIFER,0.1
2023-05-25,187878280,85,13:24:30,13:25:23,53,19.2,19.1,HEIFER,0.1
2023-05-25,187878220,171,13:07:55,13:25:38,1063,23.4,22.4,HEIFER,1
2023-05-25,187878141,83,13:24:57,13:25:49,52,23.2,23.1,HEIFER,0.1
2023-05-25,187878122,149,13:25:25,13:25:56,31,31,30.9,HEIFER,0.1
2023-05-25,188463817,166,13:24:19,13:26:00,101,25.2,25,HEIFER,0.2
2023-05-25,187878228,172,13:23:14,13:26:23,189,21.9,21.5,HEIFER,0.4
2023-05-25,187878219,90,13:26:11,13:26:40,29,20.5,20.5,HEIFER,0
2023-05-25,188463854,109,13:23:47,13:26:44,177,36.6,36.4,HEIFER,0.2
2023-05-25,187878280,85,13:25:47,13:27:03,76,19.1,19,HEIFER,0.1
2023-05-25,187878170,173,13:26:23,13:27:33,70,23.2,23,HEIFER,0.2
2023-05-25,188463854,109,13:27:11,13:27:43,32,36.4,36.3,HEIFER,0.1
2023-05-25,187878228,171,13:27:22,13:27:56,34,22.3,22.2,HEIFER,0.1
2023-05-25,187878114,148,13:25:24,13:27:59,155,30.1,30,HEIFER,0.1
2023-05-25,187878083,165,13:15:26,13:28:06,760,29.2,28.2,HEIFER,1
2023-05-25,188463826,167,13:17:42,13:28:14,632,27.1,26.4,HEIFER,0.7
2023-05-25,187878122,149,13:26:46,13:28:24,98,30.9,30.7,HEIFER,0.2
2023-05-25,188463840,168,13:25:15,13:28:25,190,23.2,23,HEIFER,0.2
2023-05-25,187878219,90,13:27:08,13:28:37,89,20.5,20.3,HEIFER,0.2
2023-05-25,187878173,166,13:26:06,13:28:49,163,25,24.8,HEIFER,0.2
2023-05-25,188463838,175,13:21:37,13:28:50,433,20.8,20.4,HEIFER,0.4
2023-05-25,187878134,92,13:23:17,13:28:55,338,20.9,20.6,HEIFER,0.3
2023-05-25,187878228,171,13:28:42,13:29:02,20,22.2,22.1,HEIFER,0.1
2023-05-25,187878170,174,13:28:42,13:29:13,31,22.6,22.5,HEIFER,0.1
2023-05-25,187878280,85,13:27:45,13:29:28,103,19,18.9,HEIFER,0.1
2023-05-25,187878174,165,13:28:12,13:29:43,91,28.2,28,HEIFER,0.2
2023-05-25,187878228,171,13:29:45,13:30:05,20,22.1,22,HEIFER,0.1
2023-05-25,188463838,176,13:29:02,13:30:10,68,24,24,HEIFER,0
2023-05-25,187878134,92,13:29:29,13:30:19,50,20.6,20.5,HEIFER,0.1
2023-05-25,187878122,149,13:29:28,13:30:31,63,30.7,30.6,HEIFER,0.1
2023-05-25,187878219,89,13:29:10,13:30:55,105,19.8,19.7,HEIFER,0.1
2023-05-25,188463856,170,13:24:18,13:30:58,400,23.1,22.6,HEIFER,0.5
2023-05-25,187878228,171,13:31:01,13:31:21,20,21.9,21.8,HEIFER,0.1
2023-05-25,188463854,109,13:28:09,13:31:32,203,36.3,36.1,HEIFER,0.2
2023-05-25,187878170,174,13:30:12,13:31:52,100,22.5,22.3,HEIFER,0.2
2023-05-25,187878173,165,13:29:50,13:32:01,131,28,27.7,HEIFER,0.3
